statusId|sensorName|x|y|z|timestamp
21|Linear Acceleration| 4.6022487|6.733142|-0.2209835 |1557968822481
21|Linear Acceleration| 4.12456|6.7737813|-0.3455057 |1557968822492
21|Linear Acceleration| 3.949773|6.6381264|-0.30390453 |1557968822501
21|Linear Acceleration| 4.0204105|6.5277214|0.08595753 |1557968822511
21|Linear Acceleration| 4.170083|6.511887|0.4012928 |1557968822521
21|Linear Acceleration| 4.42623|6.592963|0.54754543 |1557968822533
21|Linear Acceleration| 4.648108|6.558364|0.6670456 |1557968822541
21|Linear Acceleration| 4.6374283|6.505461|0.6337204 |1557968822551
21|Linear Acceleration| 4.501722|6.445203|0.76171684 |1557968822561
21|Linear Acceleration| 4.264001|6.4117036|0.75089455 |1557968822570
21|Linear Acceleration| 3.8578396|6.5730376|0.19036198 |1557968822581
21|Linear Acceleration| 3.383168|6.973929|-0.35359955 |1557968822591
21|Linear Acceleration| 2.96272|7.354202|-0.7596407 |1557968822602
21|Linear Acceleration| 2.5661097|7.807721|-1.6600194 |1557968822610
21|Linear Acceleration| 3.2914956|7.196204|-1.9274368 |1557968822621
21|Linear Acceleration| 4.399655|5.9064293|-0.66730404 |1557968822631
21|Linear Acceleration| 4.261028|6.1679635|0.35779667 |1557968822640
21|Linear Acceleration| 4.3058066|7.0417576|0.03987217 |1557968822650
21|Linear Acceleration| 3.743956|7.069619|-0.41076756 |1557968822660
21|Linear Acceleration| 3.0053537|6.8039227|-0.5619211 |1557968822671
21|Linear Acceleration| 2.5972068|6.9252644|-0.8100786 |1557968822680
21|Linear Acceleration| 1.9517777|6.9518256|-1.1381235 |1557968822690
21|Linear Acceleration| 1.6685098|7.347146|-1.0150251 |1557968822701
21|Linear Acceleration| 1.8474443|7.626439|-1.5694909 |1557968822710
21|Linear Acceleration| 2.6223872|6.8699303|-1.9021268 |1557968822721
21|Linear Acceleration| 3.3623247|6.216277|-1.1466885 |1557968822730
21|Linear Acceleration| 3.179858|5.497738|-0.2987194 |1557968822740
21|Linear Acceleration| 3.03705|6.0695567|1.648469 |1557968822750
21|Linear Acceleration| 3.1910026|6.978995|1.0786734 |1557968822761
21|Linear Acceleration| 2.80745|6.3811855|1.1560068 |1557968822769
21|Linear Acceleration| 2.6424415|6.6853924|1.6734991 |1557968822782
21|Linear Acceleration| 2.630494|6.562834|1.1829557 |1557968822789
21|Linear Acceleration| 2.8293273|6.871425|0.15474033 |1557968822801
21|Linear Acceleration| 3.170999|7.172017|-1.275939 |1557968822809
21|Linear Acceleration| 3.516642|7.239201|-2.7519574 |1557968822819
21|Linear Acceleration| 4.046407|7.181675|-3.5564137 |1557968822830
21|Linear Acceleration| 4.2804832|7.0744605|-3.8014474 |1557968822840
21|Linear Acceleration| 0.29350805|7.4928775|-4.089886 |1557968822849
21|Linear Acceleration| 0.7620796|8.147583|-3.1271877 |1557968822861
21|Linear Acceleration| 0.9792739|8.515282|-2.0384564 |1557968822868
21|Linear Acceleration| 2.8037558|7.8732486|-0.8156767 |1557968822881
21|Linear Acceleration| 3.3169255|6.733575|-0.4124918 |1557968822889
21|Linear Acceleration| 3.562098|6.8293743|0.42690086 |1557968822899
21|Linear Acceleration| 4.4410067|6.6983337|-1.7688956 |1557968822909
21|Linear Acceleration| 5.5882607|6.1806984|-2.5319571 |1557968822919
21|Linear Acceleration| 6.9066286|5.8299117|-1.9662929 |1557968822928
21|Linear Acceleration| 7.383136|6.854295|-0.72242165 |1557968822939
21|Linear Acceleration| 6.9222584|6.3189316|-1.1192617 |1557968822948
21|Linear Acceleration| 6.479809|7.072219|-2.6387076 |1557968822958
21|Linear Acceleration| 6.721805|7.985712|-3.8243785 |1557968822967
21|Linear Acceleration| 8.543503|7.9548655|-4.270982 |1557968822978
21|Linear Acceleration| 10.118654|6.8376026|-4.032796 |1557968822988
21|Linear Acceleration| 11.445457|5.428691|-4.228088 |1557968822998
21|Linear Acceleration| 12.881547|4.1007476|-2.069417 |1557968823007
21|Linear Acceleration| 11.844857|4.304302|-0.16431332 |1557968823020
21|Linear Acceleration| 10.581708|4.4720244|-0.735384 |1557968823028
21|Linear Acceleration| 9.246763|4.9149194|-0.433856 |1557968823039
21|Linear Acceleration| 7.502633|5.197499|-0.15357685 |1557968823050
21|Linear Acceleration| 5.736725|4.9497547|-0.30293465 |1557968823057
21|Linear Acceleration| 4.878081|3.656708|-0.8359823 |1557968823069
21|Linear Acceleration| 3.778976|2.125178|-1.2871032 |1557968823079
21|Linear Acceleration| 2.467315|0.32609987|-1.5454822 |1557968823088
21|Linear Acceleration| 1.2173798|-0.7153902|-1.3824258 |1557968823097
21|Linear Acceleration| 0.0115920305|-0.43280077|-1.0589008 |1557968823107
21|Linear Acceleration| 0.4442047|-0.5327666|-2.2372246 |1557968823117
21|Linear Acceleration| -0.18365526|-0.7641578|-2.0843468 |1557968823129
21|Linear Acceleration| 0.3229804|-1.3001606|-1.925292 |1557968823137
21|Linear Acceleration| -0.64555573|-2.1273878|-1.1835442 |1557968823148
21|Linear Acceleration| -2.2907975|-2.9818983|-1.1546354 |1557968823157
21|Linear Acceleration| -3.7740028|-3.9632707|-1.6557407 |1557968823167
21|Linear Acceleration| -5.2324867|-4.7783985|-1.5848341 |1557968823177
21|Linear Acceleration| -5.7932634|-4.9134226|-2.573864 |1557968823186
21|Linear Acceleration| -5.3027954|-3.9646442|-2.6620412 |1557968823196
21|Linear Acceleration| -3.8328254|-3.8203008|-2.3196807 |1557968823207
21|Linear Acceleration| -1.5472331|-4.340905|-1.1682448 |1557968823216
21|Linear Acceleration| 0.555542|-5.1888046|-1.0692902 |1557968823228
21|Linear Acceleration| 2.8904953|-5.938345|-0.19898176 |1557968823236
21|Linear Acceleration| 4.516225|-5.2919273|-1.1515818 |1557968823247
21|Linear Acceleration| 6.0063205|-4.2540016|-2.3765721 |1557968823256
21|Linear Acceleration| 8.242153|-3.047265|-2.564447 |1557968823266
21|Linear Acceleration| 10.661499|-1.9230196|-1.9288268 |1557968823276
21|Linear Acceleration| 13.075008|-1.0083907|-1.5260272 |1557968823285
21|Linear Acceleration| 14.396645|-0.18626165|-2.0486526 |1557968823296
21|Linear Acceleration| 14.355656|0.6888826|-3.5051956 |1557968823306
21|Linear Acceleration| 13.941586|1.1591942|-6.0742793 |1557968823315
21|Linear Acceleration| 12.658651|1.5594395|-8.394053 |1557968823325
21|Linear Acceleration| 12.105158|2.1341362|-10.925903 |1557968823335
21|Linear Acceleration| 12.412857|2.7569852|-13.182148 |1557968823345
21|Linear Acceleration| 12.485012|2.9905448|-14.61154 |1557968823357
21|Linear Acceleration| 12.73323|2.6955423|-15.130283 |1557968823366
21|Linear Acceleration| 12.896466|2.0626116|-15.898148 |1557968823375
21|Linear Acceleration| 11.706011|1.9466939|-17.008308 |1557968823385
21|Linear Acceleration| 9.569317|2.332254|-18.506254 |1557968823396
21|Linear Acceleration| 8.020546|3.4167166|-20.43498 |1557968823405
21|Linear Acceleration| 6.92984|4.344857|-21.605274 |1557968823415
21|Linear Acceleration| 6.811081|4.513625|-22.476871 |1557968823424
21|Linear Acceleration| 7.0583673|3.6874268|-22.71791 |1557968823434
21|Linear Acceleration| 6.660123|1.636194|-23.399082 |1557968823447
21|Linear Acceleration| 4.794991|-0.41985035|-21.795448 |1557968823455
21|Linear Acceleration| 2.5014224|-2.0887322|-17.680584 |1557968823466
21|Linear Acceleration| 0.79264116|-3.4389062|-14.85601 |1557968823474
21|Linear Acceleration| 0.13725948|-4.295485|-11.421125 |1557968823486
21|Linear Acceleration| 0.7081609|-6.4053974|-6.73814 |1557968823494
21|Linear Acceleration| 1.277319|-9.455472|-3.3458667 |1557968823504
21|Linear Acceleration| -0.49463654|-8.750246|-1.5228095 |1557968823516
21|Linear Acceleration| -1.8130732|-7.35375|-5.096655 |1557968823524
21|Linear Acceleration| -2.8627295|-3.2196972|-6.775423 |1557968823535
21|Linear Acceleration| -0.54722595|-1.4044889|-9.202303 |1557968823544
21|Linear Acceleration| 0.8682108|0.5670564|-9.969235 |1557968823556
21|Linear Acceleration| 2.9782896|-0.6254822|-10.220942 |1557968823566
21|Linear Acceleration| 5.6661963|-2.5085554|-8.11216 |1557968823573
21|Linear Acceleration| 5.1506586|-1.3038368|-8.499277 |1557968823583
21|Linear Acceleration| 2.9889946|1.6295065|-9.293378 |1557968823594
21|Linear Acceleration| 5.428297|4.036962|-8.752005 |1557968823605
21|Linear Acceleration| 4.0301337|2.441995|-8.53744 |1557968823613
21|Linear Acceleration| 5.6683054|0.89507127|-5.3617973 |1557968823623
21|Linear Acceleration| 6.366835|1.2861654|-5.6020327 |1557968823633
21|Linear Acceleration| 5.3430133|1.6977772|-4.6657143 |1557968823643
21|Linear Acceleration| 4.73356|1.6204319|-5.171962 |1557968823653
21|Linear Acceleration| 4.128126|1.6246316|-5.8263454 |1557968823663
21|Linear Acceleration| 3.5687246|1.3304608|-7.789497 |1557968823672
21|Linear Acceleration| 2.868658|0.36037308|-9.483414 |1557968823683
21|Linear Acceleration| 1.9486856|0.37448606|-10.131844 |1557968823693
21|Linear Acceleration| 1.86274|0.048413903|-11.204526 |1557968823703
21|Linear Acceleration| 2.49015|-0.17068201|-10.684342 |1557968823712
21|Linear Acceleration| 4.06203|-1.4647083|-7.9761276 |1557968823722
21|Linear Acceleration| 4.996876|-3.9713717|-4.866525 |1557968823733
21|Linear Acceleration| 3.0734577|-3.106887|-5.0097833 |1557968823744
21|Linear Acceleration| 0.8540721|-4.2791815|-7.0103917 |1557968823752
21|Linear Acceleration| 2.3516684|-2.4115856|-7.7182736 |1557968823764
21|Linear Acceleration| 3.0337977|-1.9026335|-7.5655036 |1557968823772
21|Linear Acceleration| 3.1500368|-1.4370944|-7.540293 |1557968823784
21|Linear Acceleration| 3.7812347|-2.282189|-7.144775 |1557968823794
21|Linear Acceleration| 3.5826864|-2.2069008|-6.286894 |1557968823802
21|Linear Acceleration| 3.876759|-1.729145|-7.286835 |1557968823813
21|Linear Acceleration| 2.7051463|-0.8411102|-7.392298 |1557968823821
21|Linear Acceleration| 4.882842|-0.15559363|-6.055327 |1557968823834
21|Linear Acceleration| 5.939675|0.85551596|-6.198514 |1557968823842
21|Linear Acceleration| 7.3752737|1.066628|-5.7360983 |1557968823852
21|Linear Acceleration| 7.6979012|1.0257945|-5.50482 |1557968823864
21|Linear Acceleration| 8.238548|2.0666795|-5.557659 |1557968823871
21|Linear Acceleration| 7.6975737|3.163301|-4.6514235 |1557968823882
21|Linear Acceleration| 7.999605|1.9981879|-3.8747652 |1557968823891
21|Linear Acceleration| 8.289353|4.455823|0.82232094 |1557968823901
21|Linear Acceleration| 0.633234|5.3047876|-5.31548 |1557968823911
21|Linear Acceleration| -0.10990143|1.1878293|-4.133447 |1557968823921
21|Linear Acceleration| 2.3335238|0.36145616|-5.443902 |1557968823931
21|Linear Acceleration| 3.2733355|2.1396716|-5.7676673 |1557968823940
21|Linear Acceleration| 2.4295292|1.8838909|-8.841187 |1557968823951
21|Linear Acceleration| 5.120163|7.019111|-7.921503 |1557968823961
21|Linear Acceleration| -2.3892689|4.849597|-6.1648817 |1557968823971
21|Linear Acceleration| -4.1486173|0.6705762|-6.1473274 |1557968823982
21|Linear Acceleration| -3.7950668|-1.0052927|-2.6012187 |1557968823990
21|Linear Acceleration| -3.1097195|-1.6461952|-3.0058055 |1557968824002
21|Linear Acceleration| -2.2849317|-0.9308774|-4.435946 |1557968824011
21|Linear Acceleration| -1.6206088|0.09940988|-6.1935472 |1557968824022
21|Linear Acceleration| -0.58088017|0.5638573|-8.62887 |1557968824030
21|Linear Acceleration| 0.19143009|0.9228841|-10.078262 |1557968824040
21|Linear Acceleration| 1.7802372|1.9172982|-11.491345 |1557968824052
21|Linear Acceleration| 0.8044343|1.8435864|-10.223032 |1557968824060
21|Linear Acceleration| 1.4512835|0.06323299|-9.8781395 |1557968824071
21|Linear Acceleration| 2.701447|-1.0275269|-9.078505 |1557968824082
21|Linear Acceleration| 2.488821|-1.815095|-6.0268245 |1557968824091
21|Linear Acceleration| 2.8788695|-2.6899889|-6.1044536 |1557968824100
21|Linear Acceleration| 2.0576158|-2.081493|-6.8880687 |1557968824110
21|Linear Acceleration| 1.0363445|-3.2975304|-6.8694887 |1557968824121
21|Linear Acceleration| 2.5114183|-2.2714295|-7.2508936 |1557968824129
21|Linear Acceleration| 2.323166|-1.25116|-7.472748 |1557968824140
21|Linear Acceleration| 0.3187108|-2.1981282|-8.6620245 |1557968824149
21|Linear Acceleration| 1.8521342|-1.48726|-4.590575 |1557968824160
21|Linear Acceleration| 5.1346836|-1.4066309|-5.2219954 |1557968824169
21|Linear Acceleration| 3.4782944|-1.201773|-6.6541047 |1557968824179
21|Linear Acceleration| 0.6106019|0.115217924|-8.07588 |1557968824189
21|Linear Acceleration| 2.8192391|0.16122276|-8.449639 |1557968824199
21|Linear Acceleration| 5.374723|1.965805|-6.7801347 |1557968824208
21|Linear Acceleration| 8.768153|4.879577|-10.212885 |1557968824220
21|Linear Acceleration| 10.195181|7.5885987|-12.94906 |1557968824229
21|Linear Acceleration| 8.208181|6.329574|-12.184444 |1557968824240
21|Linear Acceleration| 3.8687649|3.8013058|-8.853924 |1557968824248
21|Linear Acceleration| 2.4335728|0.82546157|-7.191698 |1557968824258
21|Linear Acceleration| 0.43031216|-1.4602411|-5.719437 |1557968824268
21|Linear Acceleration| -1.6354518|-2.9541686|-5.1035585 |1557968824279
21|Linear Acceleration| -1.8135228|-3.1709807|-5.3030334 |1557968824288
21|Linear Acceleration| -0.3133688|-2.9962726|-6.4894905 |1557968824300
21|Linear Acceleration| 0.6890125|-3.0827866|-7.2272673 |1557968824308
21|Linear Acceleration| 0.23907566|-2.9779987|-7.8505917 |1557968824318
21|Linear Acceleration| 0.79318047|-2.3617234|-8.396631 |1557968824327
21|Linear Acceleration| 0.8814678|-1.4857826|-9.324514 |1557968824338
21|Linear Acceleration| 1.1687965|-0.9442978|-9.564022 |1557968824348
21|Linear Acceleration| 1.5832767|-0.8162061|-8.903056 |1557968824359
21|Linear Acceleration| 0.6023526|-1.3111687|-9.191449 |1557968824367
21|Linear Acceleration| 0.66742086|-2.5044477|-9.327075 |1557968824379
21|Linear Acceleration| 0.03842497|-3.1986854|-9.064745 |1557968824387
21|Linear Acceleration| 0.5061431|-2.0352814|-8.409446 |1557968824400
21|Linear Acceleration| 1.738204|-1.809556|-7.30359 |1557968824408
21|Linear Acceleration| 1.406168|-3.422901|-4.4858522 |1557968824417
21|Linear Acceleration| 3.7019782|-4.7589774|0.113060474 |1557968824427
21|Linear Acceleration| 1.6411433|-3.8217387|-0.45483255 |1557968824439
21|Linear Acceleration| 3.3835292|-2.5768027|-3.3540251 |1557968824448
21|Linear Acceleration| 4.652976|-0.77672577|-6.5255346 |1557968824457
21|Linear Acceleration| 4.9690137|1.4029286|-9.6987505 |1557968824469
21|Linear Acceleration| 3.4267344|0.14893436|-11.273766 |1557968824477
21|Linear Acceleration| 0.7824578|-1.2230415|-10.286176 |1557968824488
21|Linear Acceleration| -1.2334228|-0.3829584|-8.064934 |1557968824496
21|Linear Acceleration| -1.7050676|0.93373346|-6.619877 |1557968824507
21|Linear Acceleration| -1.327127|0.9886322|-5.7477164 |1557968824517
21|Linear Acceleration| 0.4706998|1.9013422|-4.4254665 |1557968824527
21|Linear Acceleration| 1.7587223|2.4358418|-3.8327808 |1557968824536
